OrderID,ProductID,UnitPrice,Quantity,Discount
5882,449,24.63,3,0.98
6065,191,1.07,1,0.59
6300,453,6.35,2,0.86
5887,685,87.52,5,0.33
7112,359,62.03,6,0.84
5244,186,94.06,10,0.62
1314,428,76.42,5,0.47
5864,272,12.42,2,0.74
6315,5,86.87,4,0.03
6219,709,76.74,1,0.5
8258,726,76.7,2,0.95
5242,244,89.27,5,0.51
4804,196,68.51,4,0.33
5962,285,33.89,10,1
4214,442,44.65,8,0.37
3007,198,65.31,4,0.3
7392,167,58.39,9,0.78
929,151,22.36,8,0.28
2953,662,21.51,9,0.51
2169,61,98.05,2,0.47
4961,272,56.75,5,0.3
4631,607,44.45,5,0.53
2605,498,67.39,7,0.18
1194,229,74.79,3,0.78
3271,114,44.61,3,0.55
4519,215,5.24,6,0.66
6047,643,89.51,9,0.82
4867,142,67.08,7,0.54
3529,324,41.72,4,0.33
755,414,58,2,0.03
2499,182,10.03,7,0.19
2016,404,76.14,1,0.75
3987,160,59.72,6,0.13
7855,595,5.73,3,0.13
3095,312,91.7,2,0.67
6581,596,94.54,7,0.86
7127,350,90.28,10,0.05
3332,427,22.17,8,0.11
2976,158,79.21,10,0.76
1181,578,96.01,7,0.81
7898,610,86.99,3,0.17
5903,86,73.91,5,0.41
5666,31,7.79,1,0.1
5561,282,63.12,10,0.42
7118,734,78.17,5,0.97
4206,531,56.43,8,0.34
7522,542,6.3,2,0.64
2966,45,32.06,1,0.63
2543,443,29.52,6,0.83
7242,208,43.91,7,0.07
5664,718,76.04,9,0.13
1678,212,39.88,5,0.34
8087,491,73.63,9,0.62
2563,629,43.84,4,0.97
2273,245,49.33,4,0.93
655,351,91.37,5,0.44
5761,65,97.5,6,0.33
8203,556,60.01,6,0.36
7192,111,1.23,9,0.99
4672,626,58.65,2,0.36
7627,495,81.27,5,0.96
6854,144,7.58,10,0.07
760,193,31.19,9,0.41
1092,46,59.24,7,0.66
4392,33,33.89,10,0.82
2916,104,12.58,9,0.01
5772,273,31.66,2,0.61
1856,207,98.03,8,0.38
7843,254,70.69,1,0.72
7164,337,54.67,9,0.57
2849,354,85.02,2,0.58
2983,613,70.05,9,0.85
6680,373,76.33,1,0.31
3056,619,55.3,3,0.95
5393,415,24.38,6,0.8
4066,358,23.54,1,0.89
726,726,5.91,4,0.89
982,575,38.67,7,0.45
4838,122,94.68,5,0.97
7007,533,84.6,2,0.81
7798,556,33.21,1,0.58
8004,375,70.26,8,0.63
4055,398,89.78,6,0.39
6258,446,54.31,5,0.05
1840,248,74.51,6,0.89
5216,525,5.12,1,0.05
2375,355,82.55,2,0.38
938,455,34.5,9,0.98
7639,108,72.08,9,0.1
3709,763,92.84,4,0.83
1938,719,61.3,1,0.51
2062,422,31.02,8,0.26
7559,172,97.45,8,0.17
4032,419,27.84,3,0.18
8117,120,93.52,3,0.02
8048,610,40.58,5,0.26
7129,658,40.74,9,0.41
1930,729,55.69,9,0.78
5424,659,34.84,3,0.13
3725,163,52.33,9,0.66
1076,611,41.94,7,0.33
6292,67,39.06,2,0.47
1266,718,25.55,7,0.7
7390,273,53.77,3,0.59
7780,375,86.4,5,0.51
8188,33,89.69,7,0.16
2990,137,47.31,7,0.27
4587,49,60.39,2,0.21
3022,143,2.97,8,0.17
751,151,49.22,3,0.32
3880,100,42.04,3,0.72
7228,270,39.15,5,0.78
35,162,96.86,9,0.6
5982,468,42.19,6,0.53
2504,552,39.86,3,0.66
1698,372,65.5,10,0.36
5784,458,64.29,8,0.86
2490,192,76.65,6,0.14
5510,695,20.51,2,0.1
2424,257,18,8,0.51
2109,506,64.24,6,0.92
5654,727,48.06,9,0.72
1063,305,57.77,1,0.94
4632,155,53.83,6,0.62
6056,186,31.41,5,0.34
2132,467,76.35,8,0.05
5261,105,45.15,5,0.3
7644,643,47.25,1,0.9
7796,293,73.22,7,0.91
7611,762,47.51,2,0.1
7426,561,7.28,4,0.97
4678,503,36.93,5,0.92
2419,445,6.22,9,0.93
3173,683,48.77,1,0.94
2945,167,53.06,5,0.79
6776,269,68.07,3,0.74
3900,253,85.99,2,0.21
3483,497,32.34,8,0.5
1877,455,9.82,4,0.57
4147,90,61.94,7,0.58
5271,663,37.36,8,0.35
6149,119,59.6,4,0.2
1965,565,87.15,8,0.55
5623,481,44.92,3,0.65
1698,289,65.48,8,0.97
6943,299,36.71,9,0.06
4339,145,74.29,1,0.76
1519,12,88.64,4,0.67
1113,617,46.91,9,0.16
5355,565,17.99,6,0.02
3151,739,53.72,8,0.37
3137,607,11.03,7,0.68
6167,404,54.58,2,0.18
6830,320,51.23,3,0.12
1039,385,32.69,8,0.86
43,488,22.4,5,0.92
8091,509,59.62,5,0.65
5426,751,11.16,8,0.96
3444,176,21.16,8,0.45
2966,179,70.81,7,0.93
4781,389,81,2,0.77
7829,503,14.77,2,0.14
6651,661,77.61,5,0.11
2069,35,41.18,2,0.25
7806,631,8.59,6,0.6
2915,12,26.33,7,0.31
5801,659,64.94,3,0.75
3403,439,84.93,2,0.97
1940,32,98.5,9,0
4741,222,93.98,6,0.34
5872,534,58.69,8,0.85
551,252,21.14,8,0.14
759,86,23.68,9,0.55
4182,59,65.17,2,0.67
1457,741,3.51,4,0.94
6965,597,2.57,7,0.37
8136,331,37.57,3,0.89
7956,126,40.71,9,0.86
5128,537,79.23,7,0.82
4811,99,72.1,3,0.49
7644,412,69.04,9,0.3
3537,476,51.07,8,0.89
8033,704,94.89,1,0
2320,460,3.94,4,0.97
2859,342,53.92,5,0.25
1844,235,90.93,8,0.54
1220,493,31.45,9,0.56
4340,312,92.69,5,0.94
6699,283,81.81,5,0.2
926,699,87.39,7,0.06
1815,388,59.31,4,0.39
1825,340,14.06,1,0.96
4447,724,75.83,2,0.13
8125,6,76.1,4,0.09
411,751,16.17,9,1
2290,81,15.63,9,0.11
4657,199,34.15,3,0
7030,495,16.94,3,0.59
2911,71,26.27,3,0.52
1930,763,94.19,7,0.38
5284,560,2.86,9,0.78
2313,449,44.09,6,0.68
2767,177,73.72,2,0.9
1614,128,44.61,2,0.35
3540,353,45.12,6,0.54
5255,480,45.86,8,1
5270,100,72.49,3,0.71
7044,428,39.38,5,0.76
2396,37,36.93,7,0.79
2584,662,42.44,8,0.92
5398,713,69.31,7,0.35
3179,676,96.49,2,0.89
4934,416,20.07,1,0.31
6436,750,20.26,2,0.63
7334,685,15.83,5,0.28
7760,335,45.97,10,0.57
3659,709,46.75,5,0.31
5869,546,48.76,3,0.73
703,243,23.35,10,0.71
566,477,54.62,8,0.02
562,112,70.23,8,0.61
7230,374,54.86,10,0.81
7986,68,78.21,4,0.77
4161,350,92.71,3,0.02
6826,9,24.42,7,0.39
4406,450,70.69,10,0.59
3978,726,88.19,2,0.8
2563,769,52.94,8,0.32
8161,386,22.33,9,0.51
4595,81,31.61,10,0.85
556,571,26.33,1,0.91
211,134,72.49,7,0.46
743,481,66.11,6,0.28
8233,372,4.31,5,0.33
7438,318,89.04,3,0.63
546,248,72.36,10,0.24
6725,532,7.45,3,0.07
7356,563,77.53,2,0.88
4967,507,58.3,3,0.38
2133,769,72.19,8,0.31
2519,49,52.38,7,0.74
4508,392,42.65,4,0.01
827,629,34.21,9,0.84
5152,318,20.06,7,0.95
6426,104,16.83,4,0.9
4629,29,26.74,10,0.18
1641,628,74.36,5,0.1
1397,59,39.11,8,0.91
4614,628,15.48,5,0.66
1671,762,18.31,4,0.38
4213,95,86.39,7,0.6
6234,94,81.85,10,0.92
4757,67,10.03,8,0.32
7966,150,20.71,6,0.05
1723,157,19.79,9,0.99
7254,263,23.09,3,0.36
691,502,78.33,4,0.78
5041,288,67.58,7,0.49
7004,571,21.19,7,0.74
2810,444,91.13,5,0.55
1113,691,64.2,4,0.77
2269,530,51.85,10,0.83
1881,30,55.9,10,0.11
6227,643,19.27,6,0.07
1779,87,69.74,9,0.53
6076,68,61.23,1,0.07
4857,706,7.45,2,0.57
4497,749,7.1,3,0.05
6833,453,84.54,3,0.43
2189,53,63.58,6,0.88
7366,648,57.36,10,0.73
5501,720,79.09,6,0.88
594,294,19.28,2,0.7
229,448,69.47,4,0.31
7536,477,52.51,7,0.88
1211,649,22.92,8,1
4511,41,88.04,1,0.31
3154,686,48.14,1,0.28
1688,74,19.25,9,0.02
4555,445,74.89,10,0.11
6860,460,65.43,2,0.5
7248,185,12.29,7,0.44
7213,74,11.15,5,0.84
8049,473,99.97,8,0.2
3193,177,39.22,6,0.13
2697,313,32.04,10,0.37
5273,301,8.11,10,0.09
4566,319,47.25,3,0.7
5884,582,58.39,2,0.22
7325,550,26.68,9,0.43
3743,30,80.42,7,0.19
987,548,81.54,8,0.32
5781,217,17.55,2,0.42
2820,574,15.15,9,0.76
6127,179,48.65,6,0.6
6410,427,69.19,3,0.24
6797,642,23.21,5,0.16
1229,468,79.06,6,0.78
2383,323,38.11,10,0.56
2343,290,28.78,2,0.13
7379,414,48.54,9,0.36
3814,388,18.98,1,0.55
4602,578,33.13,9,0.14
7104,631,92.36,10,0.62
1026,116,7.02,7,0.54
3483,364,58.91,1,0.76
1926,40,12.21,2,0.49
2239,705,45.15,4,0.95
925,228,34.04,4,0.22
2105,416,34.7,2,0.01
7540,25,41.18,4,0.77
2461,227,11.75,2,0.75
3400,662,48.75,8,0.2
4886,524,58.98,3,0.5
5899,554,77.66,7,0.73
5239,616,33.91,9,0.87
6751,1,85.81,3,0.16
6658,526,91,7,0.21
7559,527,51.36,10,0.33
6740,104,37.54,7,0.93
3217,33,23.97,4,0.4
6616,85,10.13,7,0.43
6938,126,50.84,2,0.04
3877,606,5.35,10,0.33
3708,300,46.62,4,0.02
4083,160,61.91,7,0.94
3632,629,11.54,3,0.01
7305,562,50.39,10,0.48
6689,419,76.01,1,0.37
395,311,7.82,8,0.06
3624,575,28.48,5,0.83
8185,400,89.7,2,0.28
4135,31,41.08,10,0.83
6363,379,44.74,9,0.12
8131,217,88.55,8,0.75
2464,612,86.85,7,0.45
6656,122,39.09,1,0.06
6321,473,74.4,10,0.48
6020,283,46.4,8,0.29
7062,327,19.16,4,0.92
1026,478,71.05,2,0.54
1142,760,13.44,8,0.95
1078,727,74.3,1,0.73
6565,307,72.93,9,0.81
6586,144,83.11,4,0.37
2651,753,68.09,7,0.77
6140,548,54.81,9,0.75
2557,89,40.35,1,0.37
2160,590,39.9,4,0.04
7963,290,18.35,5,0.91
866,317,80.68,4,0.05
2219,598,84.46,8,0.84
6248,417,44.38,4,0.51
2554,306,77.35,6,0.11
1748,266,87.77,7,0.77
3806,270,54.69,9,0.7
7736,382,30.22,6,0.99
2105,410,80.29,10,0.94
5669,637,90.27,5,0.96
5703,573,28.92,8,0.69
6028,470,23.73,2,0.69
1259,572,72.66,10,0.19
304,5,24.44,6,0.77
3743,758,59.52,9,0.66
2534,23,44.92,7,0.21
7214,465,38.02,1,0.16
8246,493,94.36,4,0.44
5568,371,69,4,0.04
5424,461,47.07,1,0.31
4217,123,13.65,6,0.87
7940,97,21.38,4,0.61
1034,369,11.49,1,0.31
723,44,93.47,2,0.28
5705,626,93.47,6,0.3
1565,638,50.98,5,0.74
552,552,47.1,8,0.26
5327,502,31.79,6,0.97
536,386,94.61,4,0.88
4822,661,27.07,1,0.32
4554,91,2.06,4,0.57
1315,308,75.96,1,0.88
3677,238,8.67,10,0.83
5976,245,10.86,9,0.46
1995,628,36.09,5,0.21
1224,612,29.23,7,0.17
864,325,95.42,9,0.8
5996,677,73.2,2,0.36
2324,125,32.38,1,0.17
1405,415,77,9,0.85
2043,333,61.8,9,0.15
316,116,80.15,1,0.9
7475,440,86.41,10,0.22
5296,705,42.58,7,0.68
7035,227,54.02,8,0.64
1491,715,26.69,6,0.91
3891,580,36.94,7,0.52
6884,644,3.79,8,0.07
4003,722,65.21,7,0.86
58,426,28.87,6,0.88
5523,120,55.28,2,0.12
2561,495,24.09,5,0.08
6610,87,52.22,1,0.71
4207,184,42.97,10,0.33
6184,500,52.78,1,0.07
2197,210,84.41,4,0.17
6641,115,56.9,3,0.76
7354,284,26.15,8,0.16
2424,423,95.87,5,0.98
2705,43,67.87,6,0.26
4102,610,90.37,8,0.26
4226,322,25.87,5,0.76
2910,198,29.61,5,0.13
5048,569,85.58,10,0.39
2424,592,4.11,10,0.24
5984,606,19.51,9,0.86
448,421,28.8,3,0.13
7197,714,95,4,0.19
3784,413,40.89,8,0.37
5905,56,77.35,2,0.42
167,673,8.19,1,0.08
1130,197,65.88,2,0.84
7618,207,73.49,10,0.42
8241,541,12.17,1,0.46
5272,494,54.23,9,0.92
7414,180,19.37,10,0.41
1561,439,73.02,5,0.32
7528,682,84.3,2,0.36
6574,101,87.11,6,0.78
6343,509,91.73,8,0.76
4533,6,44.47,9,0.51
2572,221,57.97,9,0.83
6018,285,59.22,8,0.7
4099,248,47.52,1,0.77
2232,209,90.38,3,0.3
5589,233,31.78,8,0.17
7296,629,3.6,8,0.72
5627,511,45.13,8,0.21
7676,312,5.07,3,0.06
2232,166,55.18,8,0.04
3673,338,67.24,9,0.93
4266,210,18.81,6,0.5
4371,648,93.53,9,0.87
8238,672,11.52,2,0.33
8277,302,32.87,5,0.69
1617,597,59.78,4,0.81
4310,461,81.36,2,0.81
4372,434,9.14,3,0.47
3504,653,61.44,9,0.1
5998,262,35.12,7,0.93
7067,329,48.78,10,0.41
5906,584,9.18,1,0.48
3968,414,5.68,5,0.02
5248,140,4.1,1,0.12
5663,544,63.31,6,0.04
4974,438,50.39,2,0.76
5020,556,70.12,4,0.18
2633,253,38.87,10,0.76
6416,167,75.71,4,0.81
1061,183,73.73,3,0.72
1409,208,74.15,4,0.11
6340,597,85.46,10,0.48
2557,310,26.91,10,0.93
8083,408,21.4,3,0.18
8050,25,10.28,7,0.49
7301,696,82.7,6,0.02
8075,397,85.86,2,0.31
5575,335,68.95,6,0.82
1482,445,94.61,1,0.93
4564,410,31,8,0.47
4398,595,74.24,5,0.91
7340,410,77.24,6,0.43
2867,297,86.35,1,0.98
748,10,7.35,7,0.95
7509,185,64.87,9,0.82
5391,376,35.91,2,0.45
3591,287,34.16,10,0.98
2043,552,74.42,5,0.25
3664,727,30.75,8,0.48
1889,225,83.09,8,0.08
4847,9,93.29,2,0.45
1393,413,12.12,4,0.72
5569,657,28.43,9,0.26
6731,476,14.37,9,0.65
3472,478,92.91,9,0.23
5122,394,13.11,1,0.35
5853,360,66.17,5,0.38
127,9,18.73,7,0.3
5098,153,12.04,4,0.63
2250,664,43.88,3,0.72
5591,454,28.53,6,0.03
1957,324,46.37,1,0.1
5076,406,36.22,6,0.27
4701,389,73.35,5,0.11
446,86,38.8,6,0
6321,765,79.7,1,0.94
7998,288,78.22,7,0.22
3969,134,58.88,7,0.96
1244,189,28.49,6,0.17
2873,570,78.58,9,0.47
3599,208,97.18,4,0.68
7025,282,10.53,4,0.67
766,770,78.47,9,0.81
2951,734,62.67,1,0.07
4203,510,42.66,5,0.87
812,337,87.4,6,0.43
1384,443,64.55,7,0.48
4243,759,93.3,7,0.37
3726,226,23.86,6,0.77
2962,503,6.82,1,0.5
1077,323,16.65,1,0.89
1854,268,60.78,2,0.76
1724,677,85.05,4,0.45
5558,77,54.53,6,0.93
7165,244,90.45,2,0.22
1193,504,97.08,7,0.18
1529,716,97.59,6,0.42
2135,681,42.16,4,0.14
2430,681,61.99,4,0.33
3199,405,43.12,10,0.47
6715,232,5.63,2,0.83
165,325,49.75,7,0.3
1144,13,85.51,10,0.37
5942,481,15.21,6,0.15
7804,487,60.09,3,0.88
2817,559,9.1,4,0.54
8121,483,86.95,4,0.93
64,273,85.14,1,0.29
6277,128,66.5,2,0.62
5351,528,24.96,7,0.56
7242,277,21.24,8,0.44
5381,169,69.31,6,0.56
5795,382,71.15,1,0.42
7056,366,58.64,10,0.64
1261,654,61.8,5,0.26
6611,63,88.51,6,0.04
5051,250,80.17,2,0.97
2954,194,52.55,4,0.32
4523,543,55.76,1,0.83
3633,693,2.44,8,0.87
2561,92,69.47,5,0.04
5415,49,1.44,6,0.07
2225,295,5.55,10,0.36
3708,285,94.31,2,0.21
5406,164,15.18,2,0.73
3186,289,49.61,1,0.18
4255,373,8.1,5,0.04
2940,213,22.06,10,0.44
4170,717,49.67,1,0.39
5365,206,90.4,8,0.13
1769,418,1.69,1,0.86
2668,197,95.96,9,0.25
6651,274,64.02,7,0.28
1869,106,61.37,6,0.26
4507,72,98.16,3,0.79
555,424,13.14,6,0.22
3510,269,28.38,6,0.64
2425,66,56.72,6,0.88
6922,487,92.71,9,0.68
8234,179,98.97,7,0.68
1392,739,65.97,5,0.19
393,16,70.97,6,0.01
5572,146,20.02,1,0.41
2529,630,20.21,6,0.49
6161,165,6.06,7,0.38
5187,683,22.76,8,0.89
4219,634,22.73,3,0.09
3704,388,47.97,6,0.64
3471,710,51.14,5,0.75
2205,552,96.09,7,0.28
6160,526,98.05,6,0.9
7831,489,41.54,3,0.7
6771,2,70.94,2,0.92
6736,142,69.77,3,0.32
5196,213,29.11,7,0.22
4907,301,46.86,1,0.23
7016,334,19.24,6,0.74
3048,487,92.05,10,0.21
5575,393,3.91,10,0.31
7413,341,31.25,9,0.26
1624,460,43.53,5,0.42
4701,623,3.59,8,0.75
6002,54,46.51,9,0.24
7226,301,13.21,6,0.28
5013,551,67.64,8,0.5
2618,747,1.64,10,0.53
3366,480,58.52,8,0.48
2965,273,90.59,8,0.23
7166,393,65.02,8,0.69
7799,206,13.06,6,0.43
348,617,40.03,5,0.64
2958,439,85.26,6,0.83
2076,461,96.44,8,0.8
4779,431,70.43,7,0.82
8293,548,20.66,9,0.96
5449,313,57.9,2,0.89
4957,603,90.92,6,0.46
4291,587,18.46,6,0.89
783,688,50,3,0.71
1394,433,75.39,5,0.9
1234,208,68,4,0.91
381,139,7.44,4,0.21
3799,743,15.27,6,0.88
7242,108,91.28,1,0.11
6694,582,83.45,2,0.75
1541,694,53.16,5,0.27
2200,496,96.39,4,0.35
6259,61,59.22,3,0.72
4950,643,98.96,8,0.99
6327,453,25.11,3,0.06
507,562,17.28,3,0.1
6852,510,67.45,6,0.6
2223,630,23.85,2,0.73
2025,396,66.83,6,0.05
4921,376,83.5,2,0.83
3885,263,76.02,2,0.26
6120,396,96.33,1,0.85
6900,619,87.95,3,0.56
6980,665,7.54,5,0.37
3507,442,98.89,1,0.4
4830,278,49.44,10,0.26
6934,765,31.98,5,0.58
7975,659,19.56,4,0.6
3286,585,9.84,9,0.67
4503,343,84,4,0.93
3680,122,69.63,2,0.64
3444,499,64.51,10,1
5332,447,83.92,3,0.43
1207,377,38.62,8,0.5
61,10,14.06,2,0.79
780,234,6.11,6,0.37
8298,127,7.1,7,0.18
4846,374,48.45,9,0.43
3626,606,61.03,1,0.81
3953,632,83.41,10,0.85
2001,143,57.44,4,0.02
1162,72,95.68,5,0.31
4800,630,54.55,2,0.78
5168,323,2.62,8,0.51
4246,606,55.59,10,0.65
444,100,12.34,1,0.02
5837,219,5.16,9,0.43
791,557,59.13,9,0.89
5431,768,25.11,3,0.76
5445,140,19.7,8,0.32
851,732,73.1,6,0.82
2493,765,53.64,1,0.67
3699,340,37.07,3,0.78
8256,402,7.62,1,0.47
8268,204,5.27,10,0.8
2421,469,3.96,7,0.25
4510,157,92.82,7,0.99
1649,7,28.84,4,0.45
2758,590,11.29,5,0.7
2042,647,87.05,2,0.97
6270,37,21.61,10,0.71
7229,441,85.32,4,0.52
4934,694,63.88,5,0.04
6371,612,10.13,1,0.02
597,228,30.65,2,0.02
5601,219,21.98,10,0.42
3249,411,29.78,10,0.17
3974,286,80.47,7,0.85
1656,119,65.81,5,0.76
677,309,56.06,7,0.43
5955,245,56.61,5,0.8
1683,452,2.52,8,0.46
974,452,29.63,1,0.17
3527,145,67.07,3,0.39
5006,292,95.98,5,0.87
7929,413,73.63,4,0.81
7096,10,28.16,1,0.29
1306,166,39.49,9,0.14
2108,108,52.8,10,0.98
4874,488,84.05,1,0.83
6703,719,84.95,3,0.1
3449,675,21.78,8,0.94
1013,448,37.62,2,0.03
2035,639,7.79,5,0.4
1807,56,5.89,4,0.63
6712,414,99.39,10,0.67
322,81,57.58,9,0.97
3758,141,24.51,2,0.41
3286,758,55.64,4,0.24
6500,726,92.39,10,0.55
1046,351,95.97,5,0.99
1189,250,32.43,5,0.12
2648,387,76.42,4,0.57
3671,318,88.04,10,0.87
764,154,5.99,6,0.99
6916,611,53.81,4,0.97
2410,754,97.56,7,0.41
997,78,8.97,8,0.01
7820,368,99.06,5,0.42
1839,552,38.92,10,0.53
4191,683,86.97,6,0.32
4177,614,75.56,6,0.99
7158,439,63.89,8,0.95
7506,204,56.74,4,0.07
2920,252,55.31,3,0.02
1096,641,81.42,3,0.87
5254,289,37.71,6,0.07
7268,260,77.14,1,0.66
2134,649,2.78,4,0.85
6749,125,4.57,6,0.07
1313,565,97.09,9,0.34
1792,400,50.55,9,0.33
1106,314,31.55,7,0.53
2532,86,42.56,1,0.78
2083,20,42.83,10,0.01
3354,125,96.48,4,0.19
3711,113,92.5,5,0.8
6009,226,4.34,1,0.71
4,235,48.06,1,0.05
5103,5,23.94,5,0.9
2662,10,8.56,2,0.55
3029,24,98.78,4,0.44
4482,723,89.22,9,0.51
7629,63,2.55,7,0.27
4228,22,86.44,9,0.63
3644,627,51.49,8,0.24
1765,286,49.32,5,0.17
5744,621,58.47,4,0.27
5639,136,14.71,2,0
4897,691,80.32,9,0.43
3342,706,97.98,9,0.74
3179,764,68.28,2,0.18
6387,476,23.47,3,0.63
1979,323,68.86,4,0.43
4679,480,58.17,4,0.35
4980,600,4.85,6,0.25
7778,511,45.05,3,0.89
1828,564,77.44,2,0.41
6293,339,14.38,1,0.6
2904,189,37.51,2,0.21
5801,746,65.42,7,0.99
4108,113,79.17,9,0.83
7020,692,44.76,8,0.24
7829,331,36.78,9,0.42
7727,323,15.17,4,0.56
7397,190,36.41,5,0.82
859,33,61.2,8,0.84
3863,402,68.27,6,0.8
7662,89,84.29,7,0.25
2109,383,99.36,7,0.59
5121,75,65.27,8,0.53
6155,768,7.3,2,0.37
1124,155,93.43,1,0.64
3570,366,47.1,7,0.65
217,228,46.7,2,0.83
614,243,48.15,7,0.03
4170,660,80.26,8,0.63
695,385,21.56,5,0.88
5683,153,44.81,5,0.2
3906,62,61.8,3,0.17
3708,343,44.93,5,0.47
1775,632,12.62,4,0.19
809,705,68.91,6,0.42
5770,140,12.99,10,0.41
2450,85,17.72,2,0.06
6236,570,15.16,2,0.87
6339,288,59.48,6,0.57
3269,583,73.44,1,0.29
4160,201,25.46,3,0.79
1451,107,79.32,1,0.38
2612,717,53.85,1,0.21
3054,615,27.55,5,0.75
2884,87,69.84,1,0.72
6968,663,73.12,1,0.87
6426,147,79.44,7,0.24
3212,78,22.06,9,0.24
7273,565,7.47,4,0.76
6843,139,49.5,5,0.21
6601,362,31.17,9,0.81
1170,506,18.61,1,0.16
3460,254,10.68,9,0.76
4539,492,32.35,1,0.58
4715,432,27.47,1,0.21
7507,618,12.98,5,0.59
5804,617,78.35,2,1
940,553,85.96,6,0.05
6924,466,39.67,2,0.81
3685,423,86.85,3,0.79
6080,701,96.87,10,0.32
3502,386,42.4,8,0.91
5177,17,56.67,7,0.48
3278,269,87.03,2,0.82
6320,567,94.85,10,0.27
111,635,31.76,1,0.49
1896,599,99.41,1,0.49
3150,275,2.98,9,0.12
3922,565,13.82,4,0.56
3947,114,12.84,2,0.41
5721,514,46.39,7,0.55
2557,249,29.25,9,0.5
4437,59,68.22,5,0.95
2383,587,10.83,7,0.12
3255,403,41.59,8,0.19
2650,514,3.81,6,0.44
5801,584,74.16,7,0.01
7653,42,54.44,1,0.18
7335,246,1.98,5,0.71
4663,310,6.04,4,0.86
5479,198,41.93,10,0.33
7953,33,15.42,3,0.67
709,254,63.24,9,0.32
1186,660,61.17,2,0.32
2566,266,95.8,8,0.77
8016,252,2.69,7,0.12
3413,440,66.26,10,0.11
6498,69,70.76,1,0.43
7569,451,77.37,3,0.75
7143,165,70.53,3,0.04
2332,309,58.72,4,0.83
4681,663,17.41,7,0.92
8247,257,63.34,5,0.98
5794,761,50.63,3,0.85
4957,506,55.38,2,0.98
1900,39,84.59,9,0.02
5946,16,82.77,5,0.68
1869,692,68.06,5,0.86
4322,715,2.59,10,0.8
7145,315,87.3,9,0.85
388,149,17.4,1,0.05
4322,538,65.02,4,0.43
2269,435,46.81,2,0.72
5729,525,70.09,6,0.2
6707,474,17.84,5,0.51
2788,551,7.06,9,0.32
8160,134,86.17,3,0.84
3228,197,63.24,2,0.9
5672,63,74.79,1,0.68
3935,545,17.54,2,0.05
3311,198,96.87,4,0.99
8278,154,10.31,5,0.21
8142,454,88.15,3,0.45
