CategoryID,CategoryName,Description,Picture
25,tarnish,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0xFFDAFFEFCFFFDFFECFFECEDFCCFFEFEC
26,bracing,Phasellus id sapien in sapien iaculis congue.,0xECFFBFEFEFCEEFFEFEFFFFFDFEFFEFFF
27,sadists,Nunc rhoncus dui vel sem.,0xECDFFFFFEFFAEFEBFFFEAFFDFDEFFFFF
28,doodads,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0xFFEEDFF3FFEFFFDEFEEEEFCCCFFAEFDF
29,drumsticks,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,0xDFCCFDBFEFFDF4DEFFFFDFCFFFDFDFEF
30,postings,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,0xDDCFFEFFDFFFFFFBCFEFFFFFFEFCFFCE
31,internes,Praesent blandit. Nam nulla.,0xEDDFCFDDFEEFEEEDFFFFFFCFAFFDEFDF
32,nosey,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0xFEBDFEFFEFDCFFFDFCFCFFFEFFFEEFFE
33,jumblers,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0xFEFECFDFFFEFFEBFFFDFFEFBFFFFDF6B
34,curtseys,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,0xFDFEEEEFEFEFFFFEFFFFFFFFFFFEFFFF
35,bather,Proin risus.,0xEEDFFEFEFFFEBEEF0EFDCCFF9FEEFFAF
36,lovat,In hac habitasse platea dictumst.,0xAFE1FDEEEFFFEFEFDDEDBFF7FFFEDEFF
37,flivver,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",0xFEFEFFFFEFDDFEFFDFFDFFFFFFFFEFFF
38,bobcat,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0xEFFFBAFFFEDDFFFEEBDEFCFFFEBFBFDE
39,speckles,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",0xBFDEFEFFEFFEBEFFDEFFFEFFFEFFFEFE
40,faggot,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0xFF9CFFFFEFFEFFEFFFFFFFEFEFBFFFFE
41,limbo,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0xDFFFFDEFFFDFCFEEEEE2DEFCFFFEFCCE
42,ramus,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0xEEEFEFFCCEFFFFFFBFAD7CC4EEFDFEDD
43,selles,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0xEEFFFFEAE4FFDFFEEEF2EDFCEEEFFDFC
44,tufter,Aliquam erat volutpat. In congue. Etiam justo.,0xEEFFFFFEFDFEFFDFEDDFEFFECCDE3FDF
45,grisons,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0xCFEDEEFDFEDCFEFFFEEDFEBF8FEFFFBB
46,tetrarch,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0xFF6EFDDFABFEFFEEFEEABEFEDFEFEAFF
47,forefoot,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0xFEDFFEFFFEFFFEFFFFFFECFFFDEFFDFE
48,greenlet,Ut at dolor quis odio consequat varius.,0xEBCEEDFFEFFDFFFDEFDDEEFEEFEFFECF
49,naphthas,Aliquam non mauris. Morbi non lectus.,0xEFFEFFFFFDDEDFFFFFFEEBDFEFEC7EFE
50,ampule,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,0xDDFAFFFDBDFEDFFEEFFF5FFFFEEFFEFF
51,smallage,Nunc purus. Phasellus in felis.,0xFFFFEDFFECCEEEFDEFFFDCEFEFDBFCFE
52,falseness,Suspendisse potenti. In eleifend quam a odio.,0xFFEFEBFECFDFFEEFFEEFEBDFEEFEEFFE
53,batten,Mauris sit amet eros.,0xDEEFFEBFFFFEFFEFEFEFCF2DE9FCFEDE
54,ravels,Proin eu mi.,0xFFEEEEFDFFDFFEDFDCFDFFDCFFFFFFEF
55,lashing,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,0xD7FFEEEFBEFFFECBECFFCEFDFFFBFFAE
56,stamnos,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,0xFEEFFEFFFFFDFDBDDEEFFDCDFCCAFEFF
57,wearers,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0xEEFFEDFEFEFFCFDFEFFEEFDFDFEEEECC
58,aesthetes,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,0xEEFFFEFDBDDDFFEFEDFFDBDEFEFBEFEE
59,dirhems,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",0xEEEFFEFFEEEFDFEEFFBBCFEEFEEFDFFF
60,sarsenet,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0xFFEFCFFFFEEEFFFEFEFFFFEEEEFDFECE
61,phonons,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0xFFFEFFFFAFFFFFEFFFCFFFFFCDFDCCFF
62,buchus,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0xFEFDEFFBFFCDDEEEFEFEEEFFFDDFDF8F
63,rouble,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",0xFFFDFFFEFCEFFFEFFFFEAFFEEEEDF6FC
64,impasse,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",0xDFFDEFEFEEFEEFFDEFFFDEEFFFFCFEEF
65,piffle,Proin eu mi. Nulla ac enim.,0xDFDDEEFCEFAFFEDDFFEEEDDEEEEFEEDF
66,queenings,Vivamus vestibulum sagittis sapien.,0xEDDFFFBCFFEECFFFFEFDFEEFDEFAFFFF
67,chaffer,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,0xFECEDEFDEFDFFFDFFFDFFEFDFEDBFFFF
68,borates,Nulla ac enim.,0xDFAFFFFFEDFFFFEFFEEFEAFEFFFCFBDF
69,porkers,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0xFBEFDE0DFFEFFFFFEDEFEFFFEFFFFFFF
70,ovens,Donec dapibus.,0xFDFFFFFFEFECFFFFDDFDDFFCECFFFFEE
71,newspeak,Fusce consequat. Nulla nisl. Nunc nisl.,0xFFFCFFFFEFEFDDEDFFEDFFEFFFF7FFCF
72,downstrokes,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0xFDFCCAFFFEDBFEFEFFEFFDFCEDEFDFFF
73,bumkins,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0xF2FEFFFFDEFEF0FEFFEFFEFFFFDFDEED
74,catcalls,Morbi a ipsum.,0xFFFFEFEDEDFEEEEFFEFFDE5DEFFEEFEE
75,carhops,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",0xFCDFFFFDFCEFCEEEBDFDFFEFDBBFEFFE
76,hookah,Phasellus in felis.,0xBEDFFEDFFEFEEAFFBBEEEEFFFFFFFFBC
77,fourgon,Curabitur convallis.,0xBFAECFDFADEBFEEEFFFDFFFDFDDECCEE
78,blockhead,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,0xD4CBFFFFCFFFEFEFFFFFDEF1EFEFEFFE
79,gromwells,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",0xFFFEEFFFFFEFBCEEEFEEEFFFEFFFFFEF
80,lipoid,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",0xEFFFEDFFFFDCEEFFEFFFEFBDCCFFFEFD
81,missive,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0xEECFFDF8FEEDFFFFFEFFFEEFFFFFFFFF
82,weirdos,Ut at dolor quis odio consequat varius. Integer ac leo.,0xFFFDCFFDFDDEFEAFEFEFEBFFFBEFFEFF
83,sitfast,Aliquam erat volutpat. In congue. Etiam justo.,0xDEFFEFEEBFFDFFFEDEAFEEECFFFFBFDF
84,holloas,Sed sagittis.,0xEEFFEDFEDDDBFFFFFEEFFACCBFCEFDFF
85,rivage,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0xDEFFD5FCFECFDFFFFFEFDFFFFFFDDAFF
86,scoopers,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0xEFFFFCFDCFEFDFDEEFFDFDEDFE3FDFEF
87,aiglets,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,0xFEFEFEEDDFAFFEDFFFABEFEFFFEFFFFE
88,balker,Praesent blandit lacinia erat.,0x0FAFEFFFEEDFEFFEEFFDFEEECEEFEFFD
89,fireguards,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0xEE0FFFECDEEEEEFFFFFEFFFEDFFFEECC
90,larva,Nulla nisl. Nunc nisl.,0xFFFFEFFFFFFFFFEFFFFEBFCFEDFEFFFE
91,pourpoints,Morbi a ipsum. Integer a nibh.,0xCCEDCDEDEFFEFFDEFFBEFEDEEFEBFFFF
92,sika,Nulla ac enim.,0xEEFEFFFFAEDEFDFCFDDEFFF7EFFCFFDF
93,lei,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0xFFCFFDFCEFFDCFFE7EDFDEBDFBDEFDCF
94,clachan,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,0xDDFDFEEEFFFBCFEFFFFEDFFD5ACAFAEF
95,pauper,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,0xFEFDCBEEFEFFBEFFFFDFDEDFFFFFFEFF
96,cavings,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0xFE6FEFFFFFFDFFEFCFDFEEFFDEFEEEFE
97,recall,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0xEEFDEFEFDFFEEFFFFECFDFFFFFFEFEEE
98,crabsticks,In congue. Etiam justo.,0xEBFEECFFFBEFFEEFDEFFEDFEEEEFFEEE
99,cloudlands,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0xFEFDFBDFFDFEEFDEDFFFEFDFEFEDEFDF
100,hymnist,Curabitur convallis.,0xD4FCFEFFFFEFEFFEFFFDCFEFEBFFEFDD
