ProductID,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,ProductAdjective,ProductNoun
51,waking magnets,22,7,38 per w,62.12,17,48,1,false,waking,magnets
52,limey wifehood,10,6,79 per R,73.38,66,8,19,false,limey,wifehood
53,scopate commis,2,9,49 per O,82.06,26,91,97,false,scopate,commis
54,purblind auspice,26,7,10 per f,67.67,18,74,17,true,purblind,auspice
55,rampant paviors,19,4,16 per z,46.05,21,57,16,true,rampant,paviors
56,regal kores,24,9,20 per G,72.76,8,36,56,true,regal,kores
57,retail warplane,7,1,23 per R,71.46,91,32,38,false,retail,warplane
58,apart waistbands,11,7,93 per n,11.09,86,77,29,true,apart,waistbands
59,chordate upstairs,20,8,38 per o,33.15,18,50,98,false,chordate,upstairs
60,motored fieldpiece,27,7,44 per z,82.52,53,60,31,true,motored,fieldpiece
61,pasted bocce,21,7,27 per B,23.81,48,19,33,false,pasted,bocce
62,upstair shieling,4,8,20 per a,84.98,46,91,32,false,upstair,shieling
63,mantic velure,12,10,27 per N,47.58,96,94,62,true,mantic,velure
64,plaguy dashers,26,3,54 per x,11.39,99,7,39,true,plaguy,dashers
65,neural orach,20,3,49 per S,92.91,3,21,71,false,neural,orach
66,incased tsarists,4,10,90 per Z,21.37,41,12,12,true,incased,tsarists
67,folksy ramees,4,5,38 per u,11.47,5,30,68,false,folksy,ramees
68,hoodless guardee,27,8,35 per y,24.38,48,11,87,true,hoodless,guardee
69,venous colure,25,4,76 per p,18.11,93,62,62,false,venous,colure
70,tenor willer,24,10,59 per U,27.69,93,51,70,true,tenor,willer
71,stopless eikon,23,8,00 per V,12.33,13,22,26,false,stopless,eikon
72,barer array,23,5,62 per E,23.3,39,46,72,false,barer,array
73,ahorse sorgos,25,6,65 per t,60.31,61,82,48,false,ahorse,sorgos
74,blotchy dolor,27,10,83 per M,27.75,67,58,77,true,blotchy,dolor
75,molten footlight,18,4,56 per t,1.89,53,53,63,true,molten,footlight
76,tuskless rollick,7,2,03 per Z,87.05,24,3,25,false,tuskless,rollick
77,engraved haggles,12,8,09 per N,87.7,86,75,54,true,engraved,haggles
78,unplumb wirer,5,9,42 per R,38.31,91,20,21,true,unplumb,wirer
79,clasping concern,29,4,55 per U,31.46,53,54,84,true,clasping,concern
80,reptant thinners,5,4,61 per E,53.36,26,19,50,true,reptant,thinners
81,hungry quillai,30,4,02 per Y,53.27,5,21,84,true,hungry,quillai
82,silty ospreys,19,5,68 per x,33.06,80,43,50,false,silty,ospreys
83,acerb countships,3,4,81 per e,19.3,16,18,66,true,acerb,countships
84,dateless menses,8,10,30 per A,30.01,60,22,89,true,dateless,menses
85,varied sturdies,28,3,31 per S,72.31,97,88,26,false,varied,sturdies
86,unwished contrails,27,1,72 per v,7.1,57,87,29,true,unwished,contrails
87,released donor,26,2,82 per J,38.19,28,79,48,false,released,donor
88,absorbed dimorphs,29,8,51 per P,99.69,15,77,83,false,absorbed,dimorphs
89,bosker falcon,26,9,17 per f,10.47,4,28,29,true,bosker,falcon
90,simplex speckles,12,3,07 per c,91.88,54,44,69,true,simplex,speckles
91,groping alkanes,1,6,32 per E,59.21,79,86,15,true,groping,alkanes
92,compact mismatch,25,9,20 per g,47.4,5,99,90,true,compact,mismatch
93,spatial grappas,13,3,32 per g,90.42,39,29,40,true,spatial,grappas
94,clayish outshoots,26,10,71 per V,44,65,68,71,true,clayish,outshoots
95,reptile foreyards,20,1,27 per l,19.06,79,85,33,true,reptile,foreyards
96,unpolled gripsacks,1,2,51 per Q,18.66,25,8,57,true,unpolled,gripsacks
97,detached kisses,19,7,66 per e,86.71,26,21,3,true,detached,kisses
98,pregnant hummocks,11,2,28 per b,53.51,78,17,51,false,pregnant,hummocks
99,submersed verglas,15,9,93 per C,10.99,38,40,89,true,submersed,verglas
100,tawdry bashes,21,6,05 per U,82.68,22,91,15,false,tawdry,bashes
