ProductID,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,ProductAdjective,ProductNoun
132,weekday dearie,2766,130,59 per r,40.8,56,67,27,false,weekday,dearie
133,stoneless nankeen,2062,572,85 per X,74.99,40,89,74,false,stoneless,nankeen
134,whorish cruet,1320,167,78 per f,39.98,83,75,91,false,whorish,cruet
135,gradely raja,2444,365,28 per F,97.15,36,49,72,false,gradely,raja
136,urbane pedants,2436,515,37 per J,59.75,25,9,60,true,urbane,pedants
137,tasselled riempie,1713,532,19 per D,69.39,39,55,23,true,tasselled,riempie
138,tailless hognuts,2625,54,16 per S,4.65,51,10,11,true,tailless,hognuts
139,unbruised couching,2791,590,14 per f,91.06,63,30,76,true,unbruised,couching
140,gloomy batfish,1639,132,18 per Q,12.06,61,42,10,false,gloomy,batfish
141,unpaged smudges,2639,228,63 per i,34.54,15,23,40,false,unpaged,smudges
142,fenny octants,791,385,19 per b,39.48,39,37,39,false,fenny,octants
143,ungrassed squiffer,847,571,74 per z,40.1,82,85,51,false,ungrassed,squiffer
144,anxious dais,2149,145,80 per a,34.31,2,76,9,true,anxious,dais
145,uncaused conduit,879,62,98 per L,31.83,51,67,71,true,uncaused,conduit
146,screaky tzimmes,1903,566,80 per M,16.31,14,66,6,false,screaky,tzimmes
147,glumpy vizslas,1198,164,69 per r,19.4,94,55,96,true,glumpy,vizslas
148,profane array,2033,505,63 per f,46.32,97,5,6,false,profane,array
149,beating garderobe,1023,283,92 per w,86.36,3,39,45,false,beating,garderobe
150,pewter wanion,1359,155,85 per f,50.19,85,33,79,false,pewter,wanion
151,driftless twiddle,104,639,05 per P,18.83,89,91,78,true,driftless,twiddle
152,dragging aigrets,1892,518,66 per Z,11.97,79,57,38,true,dragging,aigrets
153,dratted inkstands,1465,375,84 per w,95.24,22,10,7,false,dratted,inkstands
154,cuspate advice,345,83,01 per b,60.82,11,56,99,false,cuspate,advice
155,brumal popsy,648,687,40 per D,94.04,72,7,88,true,brumal,popsy
156,calmy toothpaste,2374,506,06 per V,50.18,1,61,64,false,calmy,toothpaste
157,unseized mainstay,2880,532,36 per D,6.83,18,94,37,false,unseized,mainstay
158,barefoot discharge,531,469,36 per a,49.46,80,22,94,true,barefoot,discharge
159,peevish boughpot,311,179,82 per Q,11.33,46,3,29,false,peevish,boughpot
160,urnfield factions,214,283,13 per a,83.64,68,93,90,true,urnfield,factions
161,humpbacked elects,848,223,27 per c,19.27,52,12,3,true,humpbacked,elects
162,upstairs phrensy,1963,506,00 per R,53.25,7,92,97,false,upstairs,phrensy
163,speedless shapings,2085,110,53 per V,25.31,79,51,100,false,speedless,shapings
164,stagnant longness,2008,626,85 per t,62.55,85,12,90,true,stagnant,longness
165,ovate margays,1204,598,14 per D,27.39,19,45,9,false,ovate,margays
166,pulpy bister,2482,178,09 per x,41.59,63,70,62,false,pulpy,bister
167,outdoor rigger,1634,169,17 per t,92.53,68,32,34,true,outdoor,rigger
168,shameful chouses,462,44,48 per R,74.92,61,66,39,false,shameful,chouses
169,eighteenth fleshes,1489,588,80 per l,20.74,95,58,78,false,eighteenth,fleshes
170,dodgy crossbreeds,998,98,71 per V,19.35,12,96,61,true,dodgy,crossbreeds
171,unblent chaton,952,178,99 per D,73.28,4,75,91,false,unblent,chaton
172,remnant springtail,1407,608,93 per M,26.97,72,55,87,false,remnant,springtail
173,noxious goiter,378,530,11 per S,67.68,43,62,13,true,noxious,goiter
174,strawless gaucho,2289,463,25 per a,89.49,42,77,33,true,strawless,gaucho
175,elvish genips,518,8,55 per q,48.56,23,95,84,true,elvish,genips
176,mottled forestage,1219,461,57 per e,90.31,60,31,46,false,mottled,forestage
177,threadbare brochettes,1121,608,38 per l,89.09,22,35,53,true,threadbare,brochettes
178,waspish wirings,772,333,95 per Q,56.95,66,64,23,true,waspish,wirings
179,notchy rollbar,1931,390,97 per x,29.04,92,74,42,false,notchy,rollbar
180,dreamy harpists,1679,240,79 per d,96.64,50,5,45,true,dreamy,harpists
181,seduced hoaxer,1873,776,11 per m,60.51,91,32,67,false,seduced,hoaxer
182,sunken yawner,348,144,19 per A,74.63,22,80,14,false,sunken,yawner
183,offscreen pastimes,1765,678,08 per e,77.75,42,33,99,false,offscreen,pastimes
184,crumpled flasket,223,432,54 per O,33.56,18,55,40,true,crumpled,flasket
185,abreast necktie,2070,426,55 per B,36.69,58,22,30,false,abreast,necktie
186,lightfast tubes,2745,482,86 per o,27.95,26,8,60,false,lightfast,tubes
187,dryer dinettes,994,403,93 per k,36.93,89,50,47,false,dryer,dinettes
188,nascent loathing,2553,257,61 per J,80.46,63,73,63,false,nascent,loathing
189,baldish footsie,1212,232,66 per y,84.4,56,15,17,false,baldish,footsie
190,gouty fastbacks,999,261,53 per u,65.77,93,96,67,false,gouty,fastbacks
191,sunlike lues,1226,800,40 per n,18.97,66,43,41,true,sunlike,lues
192,taurine shantey,2525,407,85 per Q,83.99,56,7,97,false,taurine,shantey
193,herbal greenflies,189,231,06 per C,11.98,5,57,80,true,herbal,greenflies
194,warring cycads,1093,567,37 per o,24.2,62,5,81,true,warring,cycads
195,dirty craven,1724,125,11 per p,57.73,78,67,19,false,dirty,craven
196,shingly clinics,2332,699,73 per O,39.18,58,28,66,true,shingly,clinics
197,tandem silva,82,313,07 per S,59.52,51,13,47,true,tandem,silva
198,tropic khangas,854,711,43 per R,18.08,83,81,36,false,tropic,khangas
199,buried yelper,2685,682,92 per q,42.78,10,54,74,false,buried,yelper
200,mournful ptisans,395,670,48 per N,13.75,61,61,60,true,mournful,ptisans
201,witless plexors,1915,760,24 per A,94.21,74,67,4,false,witless,plexors
202,nervy incross,2090,619,52 per U,30.97,76,7,66,false,nervy,incross
203,dated tablas,984,238,74 per B,23.65,99,92,1,true,dated,tablas
204,brickle sorgho,63,323,75 per c,20.83,80,3,54,true,brickle,sorgho
205,svelter steroids,935,640,60 per q,23.57,65,10,93,false,svelter,steroids
206,depressed riptides,2751,87,83 per l,91.91,2,28,14,false,depressed,riptides
207,unbathed fossor,2891,254,27 per R,84.66,50,71,50,false,unbathed,fossor
208,newborn discard,1697,59,62 per I,91.59,52,16,14,true,newborn,discard
209,eldest drubbings,2196,444,45 per L,19.37,17,9,13,false,eldest,drubbings
210,faunal outcomes,1726,644,27 per V,15.56,36,3,24,false,faunal,outcomes
211,ethic payer,367,416,16 per o,59.01,90,74,20,true,ethic,payer
212,skirtless vizor,1053,696,56 per p,2.44,79,72,73,true,skirtless,vizor
213,hopeless raiments,2017,312,68 per m,34.7,100,25,35,false,hopeless,raiments
214,ducky gladdon,557,534,68 per a,23.59,38,58,62,true,ducky,gladdon
215,pickled addend,1979,319,03 per l,43.04,65,22,17,false,pickled,addend
216,sulfa latter,1530,533,56 per k,51.85,25,12,86,true,sulfa,latter
217,mangey meantime,2348,264,24 per U,52.45,79,22,83,true,mangey,meantime
218,bloated frenzy,105,245,29 per R,90.77,57,63,18,false,bloated,frenzy
219,slaty snufflers,1951,481,48 per E,22.57,31,5,61,false,slaty,snufflers
220,salted hoplites,2334,542,98 per w,10.62,25,26,26,true,salted,hoplites
221,unchanged trucker,1710,483,68 per X,72.54,20,41,51,false,unchanged,trucker
222,frilly headrooms,1112,710,72 per Y,73.92,66,67,39,true,frilly,headrooms
223,skinking twosome,1846,367,96 per V,86.78,74,82,57,false,skinking,twosome
224,sunrise mattock,803,20,01 per T,36.93,45,47,32,false,sunrise,mattock
225,mesic fitchews,542,639,85 per N,30.5,43,3,89,true,mesic,fitchews
226,informed vinos,2454,724,17 per r,54.98,28,8,96,false,informed,vinos
227,cultic doper,1949,394,15 per q,28.41,84,21,12,false,cultic,doper
228,specious bacca,2336,473,73 per f,95.68,71,66,58,true,specious,bacca
229,mardy zoning,1126,209,93 per V,71.68,24,91,17,true,mardy,zoning
230,wretched cricoids,158,603,07 per Y,98.64,60,81,42,true,wretched,cricoids
231,unsucked tincal,1426,465,89 per B,33.15,15,63,95,true,unsucked,tincal
232,squashy slaister,436,211,42 per G,25.63,29,93,46,false,squashy,slaister
233,jumpy upstage,576,744,42 per S,87.4,14,14,70,false,jumpy,upstage
234,fitful meantime,1201,324,05 per D,70.57,44,58,13,false,fitful,meantime
235,blowy umlaut,1063,537,53 per u,8.42,8,32,95,true,blowy,umlaut
236,crossbred inlets,2534,113,87 per n,89.37,7,73,41,true,crossbred,inlets
237,palest captions,2573,251,65 per B,72.72,7,86,3,true,palest,captions
238,tannic bourgeons,2151,94,57 per P,87.97,21,30,40,true,tannic,bourgeons
239,carnose virga,2790,222,51 per k,62.67,29,58,74,true,carnose,virga
240,rumpless liernes,500,131,88 per M,41.53,51,16,5,true,rumpless,liernes
241,severe fixes,2169,784,74 per Y,69.22,35,74,67,false,severe,fixes
242,ungyved ratbags,779,492,25 per P,27.24,46,99,88,true,ungyved,ratbags
243,frontier pockmarks,1187,518,56 per l,94.25,22,48,63,false,frontier,pockmarks
244,spadelike remex,2165,712,62 per M,95.47,97,89,20,false,spadelike,remex
245,clockwise tubes,2564,244,89 per n,62.59,63,45,81,false,clockwise,tubes
246,unlike cockade,2009,451,33 per G,46.23,12,6,52,false,unlike,cockade
247,wilful firework,2392,237,47 per w,98.56,47,43,48,true,wilful,firework
248,mopey dunghill,2464,769,42 per i,13.7,76,79,79,false,mopey,dunghill
249,roughish cudbear,2741,762,52 per e,4.23,31,43,15,false,roughish,cudbear
250,twaddly clinchers,254,13,73 per T,68.18,84,54,28,false,twaddly,clinchers
251,couthy compost,230,123,63 per N,1.97,95,85,66,false,couthy,compost
252,fluky dazzle,2692,310,32 per q,64.08,42,73,28,true,fluky,dazzle
253,incuse wheelwork,862,430,81 per w,3.34,56,45,10,false,incuse,wheelwork
254,matchless maltase,2140,227,70 per g,14,10,90,25,true,matchless,maltase
255,iffy biomes,1801,180,88 per n,73.02,76,72,95,false,iffy,biomes
256,brumal yearling,1804,231,12 per J,29.64,90,85,47,false,brumal,yearling
257,knotted beany,19,51,70 per x,84.51,36,71,4,true,knotted,beany
258,roupy spacewalks,2294,67,84 per l,14.96,33,88,3,true,roupy,spacewalks
259,mastoid puggree,2546,561,12 per A,39.88,56,19,40,true,mastoid,puggree
260,jannock eunuchs,515,408,05 per F,17.76,85,16,78,true,jannock,eunuchs
261,conchal freezers,2433,342,71 per S,95.8,17,70,88,false,conchal,freezers
262,reptile trophies,453,686,48 per Y,99.56,92,11,11,false,reptile,trophies
263,eterne scannings,2113,479,86 per J,78.62,93,24,29,false,eterne,scannings
264,aweless hairdo,2525,420,40 per u,88.84,25,74,63,false,aweless,hairdo
265,touching gizzards,944,243,57 per A,33.96,9,11,55,false,touching,gizzards
266,avowed rescript,2422,46,76 per L,59.04,42,96,25,false,avowed,rescript
267,forceful slicker,1285,41,33 per x,90.16,3,86,61,true,forceful,slicker
268,pennoned curfews,1465,595,87 per U,46.25,93,40,69,false,pennoned,curfews
269,sideways pulleys,633,642,08 per q,14.52,68,74,13,true,sideways,pulleys
270,unfilmed standees,2011,781,14 per c,46.07,26,18,39,false,unfilmed,standees
271,crosstown boasters,453,143,67 per v,45.4,6,41,29,false,crosstown,boasters
272,spindling durmasts,958,753,48 per F,70.48,96,54,97,true,spindling,durmasts
273,tricky repast,1976,513,72 per C,92.86,18,60,2,false,tricky,repast
274,labored merger,619,290,26 per Z,76.52,15,10,83,true,labored,merger
275,unbought junkman,184,79,14 per b,56.3,37,92,57,true,unbought,junkman
276,fledgeling farmstead,604,300,88 per S,44.81,69,28,6,true,fledgeling,farmstead
277,sunset skylab,650,633,64 per B,25.31,44,20,50,true,sunset,skylab
278,unbreeched skylab,604,176,14 per o,87.29,68,3,87,true,unbreeched,skylab
279,hyphal stitching,2282,463,62 per l,36.49,34,90,16,false,hyphal,stitching
280,enslaved landfalls,1168,74,13 per H,14.52,22,1,66,true,enslaved,landfalls
281,haloid sumach,2797,15,21 per k,56.76,64,7,75,false,haloid,sumach
282,laggard matzos,2148,535,03 per i,5.7,74,95,69,true,laggard,matzos
283,truthful gleaner,1168,421,32 per J,89.24,13,55,1,true,truthful,gleaner
284,rearward jumbuck,1015,55,73 per n,59.39,58,48,16,true,rearward,jumbuck
285,coffered browsings,2138,536,80 per T,91.92,74,53,97,true,coffered,browsings
286,pagan instep,152,165,64 per U,48.86,3,95,82,true,pagan,instep
287,deathly gateways,2731,725,63 per P,97.89,4,63,80,true,deathly,gateways
288,prostyle spankers,2208,396,10 per z,30.6,45,24,31,false,prostyle,spankers
289,super floorcloth,1613,528,46 per c,45.07,71,59,6,false,super,floorcloth
290,tawie falchions,2413,512,38 per g,7.3,30,82,61,false,tawie,falchions
291,undamped scrapers,908,260,55 per N,72.36,88,29,100,false,undamped,scrapers
292,unsold mopers,2116,481,10 per y,18.65,12,44,60,true,unsold,mopers
293,amber bacca,1523,421,48 per C,28.51,59,53,85,false,amber,bacca
294,changeless pretense,2796,439,07 per H,74.88,64,88,17,true,changeless,pretense
295,guttate willer,1901,46,28 per h,95.7,74,98,98,false,guttate,willer
296,revived fantasms,1831,740,70 per f,89.86,43,5,25,true,revived,fantasms
297,seamy disease,1979,415,29 per s,5.26,70,67,35,true,seamy,disease
298,proven ratlines,288,551,76 per f,15.87,39,44,95,true,proven,ratlines
299,donnered quadroon,2747,89,08 per b,14.95,8,59,75,true,donnered,quadroon
300,crannied skillings,2764,278,22 per p,52.62,20,97,99,true,crannied,skillings
301,nameless mascot,2637,190,09 per i,6.07,96,53,79,true,nameless,mascot
302,saltless frenum,710,91,15 per u,95.54,30,21,38,false,saltless,frenum
303,advised gunstocks,987,66,88 per W,35.49,61,55,35,true,advised,gunstocks
304,snubby cippus,1923,300,76 per h,17.9,35,63,73,true,snubby,cippus
305,revered cladding,1788,311,85 per a,88.02,75,30,24,true,revered,cladding
306,bendwise hostage,438,144,58 per c,39.73,96,46,92,true,bendwise,hostage
307,sexism capot,2411,293,29 per e,73.84,37,80,94,true,sexism,capot
308,gradely holism,367,722,22 per v,27.31,19,34,42,false,gradely,holism
309,verism ophites,2872,244,96 per s,31.02,15,69,10,true,verism,ophites
310,uncropped beanfeasts,1231,609,83 per X,31.8,15,22,71,false,uncropped,beanfeasts
311,unversed palliasse,1983,378,83 per H,41.49,72,19,63,true,unversed,palliasse
312,spangly notebooks,2380,647,35 per y,33.07,50,28,44,true,spangly,notebooks
313,nudist bruteness,2357,442,24 per A,89.25,95,48,48,false,nudist,bruteness
314,brackish proses,121,89,20 per D,9.51,81,20,78,true,brackish,proses
315,sexless kelpies,2202,486,53 per g,10.73,83,69,56,false,sexless,kelpies
316,pursued grasping,2419,167,28 per J,43.83,75,18,95,false,pursued,grasping
317,attired hoolies,1990,61,91 per Q,44.34,14,90,89,true,attired,hoolies
318,photic discourse,425,318,18 per Y,80.7,77,97,66,false,photic,discourse
319,rounding backaches,601,800,56 per G,89.23,55,36,58,true,rounding,backaches
320,tripping lettings,1772,183,08 per i,85.56,70,42,97,false,tripping,lettings
321,unformed pipeful,632,261,28 per G,44.19,97,74,21,false,unformed,pipeful
322,bended footbridge,1164,545,64 per l,99.98,8,89,69,true,bended,footbridge
323,knitted lotion,29,780,12 per y,8.65,85,50,18,true,knitted,lotion
324,unwarped roasting,854,557,30 per v,92.17,31,13,24,true,unwarped,roasting
325,unblamed jargon,801,29,69 per k,89.69,68,95,28,true,unblamed,jargon
326,lacy stealers,689,204,72 per K,59.88,84,98,48,true,lacy,stealers
327,goddamned pestles,2782,147,74 per b,89.93,42,36,89,true,goddamned,pestles
328,pennied obstruct,984,405,11 per A,76.08,88,74,81,false,pennied,obstruct
329,speedful perlite,787,119,18 per U,54.97,58,71,47,true,speedful,perlite
330,glibbest pedlar,647,272,31 per o,59.88,83,48,9,false,glibbest,pedlar
331,clustered gombo,1415,351,05 per c,61.37,30,36,96,true,clustered,gombo
332,gearless curbstone,527,627,43 per Y,86.23,9,21,7,true,gearless,curbstone
333,unshut labels,6,354,01 per W,98.5,60,55,41,true,unshut,labels
334,gestic worthy,2056,169,02 per i,93.72,72,95,46,true,gestic,worthy
335,downstream palmettes,48,535,81 per H,18.32,41,94,89,false,downstream,palmettes
336,plebby roma,2042,462,40 per m,51.63,35,4,97,false,plebby,roma
337,untoned drumfish,1231,138,69 per e,77.97,93,2,90,false,untoned,drumfish
338,hueless quillet,422,673,42 per R,24.04,42,69,56,true,hueless,quillet
339,tarsal deixis,2611,658,75 per g,75.88,62,60,55,true,tarsal,deixis
340,verbless crier,1241,451,77 per R,70.26,70,48,81,false,verbless,crier
341,klutzy valor,926,750,29 per H,38.02,1,66,14,true,klutzy,valor
342,unbought creamers,2544,240,52 per O,4.35,17,29,51,true,unbought,creamers
343,fruitful stringers,23,535,98 per I,52.52,46,7,97,false,fruitful,stringers
344,sprucest harslet,1284,555,11 per N,97.57,100,56,24,false,sprucest,harslet
345,crannied texture,154,327,85 per M,99.62,21,95,71,false,crannied,texture
346,stelar heavens,2817,121,55 per J,34.87,84,54,49,true,stelar,heavens
347,gunless behind,2005,238,05 per y,15.03,53,65,87,true,gunless,behind
348,fitful lifeguard,2147,72,94 per U,46.42,45,32,67,false,fitful,lifeguard
349,jiggly wakers,1741,721,54 per R,53.77,4,36,63,true,jiggly,wakers
350,smileless cautious,13,30,03 per f,63.58,19,14,90,false,smileless,cautious
351,stripeless ferrule,119,497,01 per e,79.19,51,98,93,true,stripeless,ferrule
