TerritoryID,TerritoryDescription,RegionID
532,Yantan,3
533,Mingyuedian,4
534,General Ramírez,1
535,Waenenda,4
536,Ginatilan,1
537,Baoshan,2
538,Ożarowice,3
539,Río Sereno,1
540,Slobozia,2
541,Tuochuan,1
542,Kłoczew,4
543,Huzhen,3
544,Thanatpin,4
545,Jayaraga Kaler,2
546,Kameda-honchō,4
547,Beibei,1
548,Colegiales,2
549,Chambellan,1
550,Penengahan,1
551,Brka,3
552,Ngrowo,3
553,Dolulolong,4
554,Cabitan,3
555,Jiudian,4
556,Florestópolis,2
557,Okayama-shi,2
558,Shuanghekou,1
559,Luo’ao,3
560,Higetegera,1
561,Kabac,2
562,Abha,2
563,Shangjie,1
564,Haeju,4
565,København,1
566,Sukamaju,4
567,Ödeshög,1
568,Sabon Gari-Nangere,2
569,Jinping,3
570,Sihai,2
571,La Rioja,1
572,Veiga,2
573,Santa Cruz,1
574,Maracaibo,4
575,Nanyang,3
576,Trondheim,1
577,Mabilog,3
578,Unquillo,3
579,Welkom,3
580,Hat Yai,3
581,Mae Lao,2
582,Tamana,3
583,Rabak,2
584,Shen’ao,4
585,Shklo,3
586,Markowa,3
587,Agassiz,4
588,Velká Polom,1
589,Maple Plain,2
590,Afántou,4
591,Heshui,2
592,Maracaçumé,2
593,Oslo,2
594,Santo André,3
595,Leonárisso,2
596,Longka,2
597,Heiiyugou,4
598,Arlöv,1
599,Xinbu,4
600,Ikšķile,2
601,Tadianjie,1
602,Chyšky,2
603,Murtajih,2
604,Serra,3
605,Ndwedwe,2
606,Annopol,3
607,Laholm,2
608,Bireun,1
609,Shuibian,3
610,Karangori,1
611,Ḩarf al Musaytirah,4
612,Alakak,1
613,Shuibatang,4
614,Melbourne,2
615,Widuchowa,3
616,São José do Rio Preto,4
617,Qingtong,2
618,Hikari,4
619,Mundri,4
620,Węgierska Górka,1
621,Belica,4
622,Tešanj,2
623,Allacapan,3
624,Condado,1
625,Montgomery,3
626,Monjas,2
627,Jinqiao,3
628,Lộc Bình,3
629,Yilan,4
630,Thamaga,1
631,Łopuszno,3
632,Tsimkavichy,1
633,Alacaygan,3
634,Qiting,2
635,Jinjiang,1
636,Privolzhskiy,2
637,Alingsås,3
638,Telpaneca,2
639,Trinaterra,4
640,Triandría,1
641,Krajan Demit,3
642,Berlin,2
643,San Carlos,3
644,Ḑubāh,2
645,Shahkot,1
646,Bălţi,4
647,Phú Thái,3
648,Severoural’sk,1
649,San Quintin,4
650,Nikolinci,4
651,Xinmin,2
652,Motomiya,2
653,Hila,2
654,Montreuil,3
655,El Retén,2
656,Międzybrodzie Bialskie,3
657,Purac,2
658,Verkhn’odniprovs’k,2
659,Stulovo,1
660,Ibung,1
661,Nanlin,3
662,Jinping,3
663,Baidian,3
664,Az Zaytūnīyah,1
665,Youxi Chengguanzhen,1
666,Vila Nova de Gaia,1
667,Gezan,1
668,Ma’an,3
669,Poá,1
670,Gar,2
671,Lysekil,1
672,Skaryszew,3
673,Serowe,2
674,Okunoya,4
675,Gulod,4
676,Arapiraca,1
677,Dongjiao,2
678,Zarzal,2
679,Soly,2
680,Karlobag,3
681,Quanyang,2
682,Pavlovka,1
683,Corumbá,4
684,Oranmore,1
685,El Copey,1
686,Shixi,2
687,Xinbei,1
688,Sailaitang,2
689,Ventsy,3
690,Wugong,4
691,Cabreúva,4
692,Frösön,4
693,Vila Chã do Monte,1
694,Kurume,3
695,Yam,2
696,Győr,3
697,Sabbah,2
698,Kouloúra,4
699,Shtip,4
700,Bayan Uula Sumu,4
701,Lukulu,2
702,Lumphăt,3
703,Trat,1
704,Ivatsevichy,2
705,Perovo,3
706,Jahāniān Shāh,1
707,Jiujianfang,3
708,Belo Blato,4
709,Lyon,3
710,Meia Via,4
711,Krajan Bejagung,2
712,Al Ḩawātah,1
713,Rancaerang,4
714,Den Haag,1
715,Marystown,2
716,Orléans,4
717,Lampa,2
718,Pagsabangan,4
719,Kcynia,3
720,Ansheng,1
721,Itapé,4
722,Mubende,4
723,Yuyangguan,3
724,Souto,2
725,Caibarién,2
726,Yanglinshi,3
727,Stockholm,3
728,Ourentã,3
729,Carregueira,1
730,Malesína,1
731,San Pedro Pinula,1
732,Xichehe,1
733,Cibitung,2
734,Ol’gino,4
735,Al Qanāţir al Khayrīyah,1
736,Panguna,4
737,San Miguel,2
738,Bahe,3
739,Katrineholm,3
740,Gizo,3
741,Xiangtang,4
742,Warung Wetan,2
743,Huangtang,3
744,Quimistán,2
745,Belmopan,1
746,Bambor,4
747,Albuquerque,2
748,Blokdesa Situgede,2
749,Puubheto,1
750,Hukvaldy,1
751,Jardinópolis,2
752,Iguatu,3
753,Qila Saifullāh,3
754,Sokoto,2
755,Tayum,1
756,Itaituba,2
757,Haokou,2
758,Basicao Coastal,3
759,Petroúpolis,3
760,Bojen Kulon,2
761,Kalaxilike,1
762,Xiahan,1
763,Duzhenwan,3
764,Gonābād,3
765,San José de Cusmapa,1
766,Napoles,4
767,Yueyang,2
768,L'Assomption,2
769,Dolní Bečva,2
770,Marabá,2
771,Bąków,3
772,Silae,2
773,Hongjia,2
774,Yeşilköy,2
775,Jiangkou,2
776,Xinji,4
777,Yantian,1
778,Postmasburg,4
779,Shaba,2
780,Pacasmayo,2
781,Palana,4
782,Jinlong,4
783,Itanhandu,4
784,Dan Sadau,4
785,Bęczarka,2
786,Hŭngju-dong,1
787,Zhongbu,2
788,Mosteiros,4
789,Reina Mercedes,3
790,Punākha,2
791,Oka,1
792,Nyaunglebin,3
793,Yug,2
794,Klášter,1
795,Shaydon,1
796,Nine,1
797,Uacon,3
798,Tsuen Wan,4
799,Rayevskaya,4
800,Fort Wayne,1
801,Longnan,4
802,Shitouhe,1
803,Ketapang,3
804,Erdaohe,2
805,Al Ma‘allā’,4
806,Korotych,3
807,Touying,2
808,Dafengdui,4
809,Cakran,1
810,Karangtengah,1
811,Nzérékoré,4
812,Longsheng,2
813,Sekolan,1
814,Oslo,3
815,Guoyuan,4
816,Bologoye,4
817,Dokshytsy,3
818,Shiraz,2
819,Berlin,1
820,San Miguel,3
821,Krajan Tengah,1
822,Gangu Chengguanzhen,1
823,Yuhuangding,4
824,Himi,2
825,Kademangan,4
826,Nusajaya,4
827,Bu‘eina,4
828,Jamaica,1
829,Novocherkassk,3
830,Bárrio,2
831,Liuzhi,4
832,Kajisara,2
833,Santa Catalina - Dique Lujan,2
834,Mont-Saint-Aignan,2
835,Ostrów Mazowiecka,1
836,Xinhuang,1
837,Saransk,2
838,Realeza,1
839,Jibu,2
840,Bensonville,3
841,Dolati,1
842,Ban Nong Wua So,2
843,Kalimeneng,4
844,Magersari,1
845,Grijó,4
846,Machachi,4
847,Marne-la-Vallée,2
848,Lékoni,4
849,Cipari,2
850,Kertai,3
851,Fengtai Chengguanzhen,3
852,Pudong,1
853,Henglan,4
854,Salamnunggal,1
855,Polyarnyy,1
856,Khairpur,1
857,Krajan Dua Putukrejo,4
858,Pio Duran,2
859,Taipei,4
860,Předklášteří,1
861,Jastrowie,4
862,Shangying,4
863,Roblin,1
864,Puerto Asís,1
865,Shuhong,1
866,Wengtian,1
867,Lugu,1
868,Detik Satu,3
869,Zhlobin,2
870,Dębnica Kaszubska,3
871,Yingta,1
872,Tengger,1
873,Timóteo,3
874,Sungai Raya,3
875,Säter,4
876,Sekongkang Bawah,2
877,Liure,1
878,Qīr Moāv,1
879,Qinggang,4
880,Hallsberg,3
881,Krasnohrad,4
882,Babakanjaya,2
883,Dagupan,4
884,Los Patios,4
885,Nice,1
886,Oslo,2
887,La Virtud,1
888,Dengfang,4
889,Xinji,2
890,Kinatakutan,3
891,Agodim,4
892,Wanagiri,2
893,Pangpang,4
894,Bafilo,4
895,Lanigan,3
896,Sestroretsk,1
897,Khotynets,1
898,Novotroitsk,4
899,Jiale,2
900,Pangrumasan,4
901,Hienghène,3
902,Tiel,4
903,Gýtheio,1
904,Chambar,2
905,Ordos,2
906,Sosnovka,4
907,Kraljevo,1
908,Xinchang,2
909,Nagqu,3
910,Bilicenii Vechi,3
911,Guyi,1
912,Shuanglu,2
913,Nanqiao,4
914,Walnut Grove,3
915,Sumberkrajan,4
916,Luohuang,3
917,Gérakas,4
918,Mundri,2
919,Khudāydād Khēl,2
920,Jhumra,1
921,Aketi,2
922,Asbestos,3
923,Auch,1
924,Colquemarca,2
925,Al Mushannaf,4
926,Sauri,2
927,Humpolec,1
928,Pitrufquén,4
929,Lübeck,4
930,Haoxue,2
931,Feijó,4
932,Zhouwang,4
933,Marugame,3
934,El Bolsón,4
935,Baiyanghe,3
936,Lužani,2
937,Sanxi,3
938,Nueva Arica,3
939,Cibenda,1
940,Bosaso,4
941,Umuahia,1
942,Jetis,2
943,Phra Pradaeng,3
944,Nancha,1
945,Łęki Szlacheckie,1
946,Vrakháti,3
947,Chigan,2
948,Campbellton,2
949,Kwatarkwashi,2
950,Alto de la Estancia,3
951,Nortelândia,1
952,Tromsø,3
953,Andradas,4
954,Saint-Joseph-de-Coleraine,3
955,Ostrzeszów,2
956,Torino,4
957,Velikooktyabr’skiy,1
958,Longhua,2
959,Bendosari,2
960,Nāḩiyat Hīrān,2
961,Vouani,4
962,Santa Adélia,3
963,Suyo,3
964,Strenči,1
965,Yaojiaji,4
966,Al Qāmishlī,4
967,Linshanhe,1
968,Pawa,2
969,Al Qāmishlī,3
970,Lokorae,1
971,Nowshera Cantonment,2
972,Babakan,2
973,Córdoba,4
974,Losari,1
975,Divisoria,1
976,Maripa,1
977,Juhaynah,3
978,Guohua,2
979,Bus’k,3
980,Haizigou,3
981,Cipicung,4
982,Cachoeiro de Itapemirim,4
983,Yaroslavskaya,2
984,Abóboda,4
985,Minna,1
986,Linhu,2
987,Savannah,4
988,Krajan Demit,1
989,Verkhniy Kurkuzhin,1
990,Belozërskoye,3
991,Bududa,2
992,Uva,3
993,San Antonio,1
994,Wete,4
995,Preserje pri Radomljah,4
996,Begejci,3
997,Malysheva,1
998,Antioquia,3
999,Uurainen,4
1000,Narva,3
1001,Opatów,3
1002,Wonokerso,2
1003,Bang Kaeo,1
1004,Dongning,2
1005,Oras,1
1006,Itabaiana,1
1007,Binawara,3
1008,Baiguan,4
1009,Mugala,4
1010,Plaeng Yao,4
1011,Qingxi,1
1012,Bertelhe,2
1013,Sebadelhe,1
1014,Longzhouwan,3
1015,Belén de los Andaquíes,2
1016,Chojna,2
1017,Conchopata,2
1018,Montluçon,4
1019,Caluquembe,4
1020,Kyosai,2
1021,Krasnyy Gulyay,2
1022,Fucheng,1
1023,Lubień,2
1024,Liaonan,4
1025,Miaoxi,4
1026,Zheshart,4
1027,Pilot Butte,4
1028,Cisaat,3
1029,Mijiang,1
1030,Bayshint,1
1031,Pangkungparuk,4
1032,Ollachea,3
1033,Ketawang,2
1034,Grootfontein,2
1035,Ichupampa,1
1036,Geghanist,2
1037,Châlons-en-Champagne,4
1038,Qiqin,4
1039,Cabatang,4
1040,Washington,2
1041,Karangturi,2
1042,Mikumi,4
1043,Daqingshan,3
1044,Hekinan,4
1045,Tyresö,1
1046,Malandag,1
1047,Moba,1
1048,Bella Vista,1
1049,Kanália,4
1050,Kiltamagh,2
1051,Cláudio,4
1052,Adani,2
1053,Xianghe,2
1054,Sułoszowa,3
1055,Menggala,3
1056,Hermosa,2
1057,Puente Alto,3
1058,Kostanay,1
1059,Khryashchevka,4
1060,Marhanets’,2
1061,Alingsås,2
1062,Omuthiya,2
1063,Tōkamachi,3
1064,Bilaran,4
1065,Lapuan,3
1066,Haicheng,4
1067,Busdi,1
1068,Sishui,3
1069,Kalbugan,2
1070,Xinxikou,2
1071,Liuji,4
1072,Ilanskiy,2
1073,Barrosa,4
1074,Nangerang,3
1075,Saint-Étienne-du-Rouvray,1
1076,Dong’an,3
1077,Wien,4
1078,Guantánamo,3
1079,Muara Siberut,4
1080,Xingquan,1
1081,Nazarje,1
1082,Livramento,4
1083,Skarżysko-Kamienna,3
1084,Velikiy Novgorod,2
1085,Jinzhuang,4
1086,Créteil,2
1087,Xingdian,4
1088,Congkar,1
1089,Cube,4
1090,Puerto Montt,1
1091,Gongchang,3
1092,Yihe,2
1093,Darvi,1
1094,Quellouno,3
1095,Mstów,4
1096,Nyanga,2
1097,Changhao,3
1098,Itapuranga,3
1099,Kyela,4
1100,Talldaww,3
1101,Houk,4
1102,Jiangpu,4
1103,Sale,3
1104,Barretos,2
1105,Kyoto,1
1106,San Isidro,4
1107,Macaíba,2
1108,Woerden,3
1109,Fengdian,4
1110,Photharam,2
1111,Cherven Bryag,3
1112,Osiek,2
1113,Osório,4
1114,La Eduvigis,3
1115,Néa Manolás,3
1116,Serawai,3
1117,Shestakovo,4
1118,Bejuco,2
1119,Brudzew,3
1120,Stary Sącz,2
1121,Haramgai,4
1122,Singapore,1
1123,Sever do Vouga,4
1124,Nanping,1
1125,Belo,3
1126,Xiashu,1
1127,Aramayuan,4
1128,Vesoul,1
1129,Carromeu,2
1130,Ad Dawādimī,4
1131,Souq Larb’a al Gharb,2
1132,Odivelas,1
1133,Zhaocun,3
1134,Neskaupstaður,1
1135,Balungao,2
1136,Kovdor,4
1137,Najin,2
1138,Pagak,1
1139,La Viña,1
1140,Bastia,1
1141,Hedao,4
1142,Pa Bon,3
1143,Sari,4
1144,Chervonopartyzans’k,1
1145,Turpay,1
1146,Nałęczów,4
1147,Dowan,2
1148,Urachiche,2
1149,Ikot-Ekpene,2
1150,Lyon,2
1151,Maracaibo,2
1152,Palla,3
1153,Gunung Sugih,2
1154,Panyarang,3
1155,Vicuña Mackenna,2
1156,Ribeirão das Neves,4
1157,Sabanitas,3
1158,Petiga,4
1159,Khlong Luang,3
1160,Lorut,4
1161,New Orleans,2
1162,Ciudad Guayana,3
1163,Kostino,4
1164,Zuru,1
1165,Uścimów Stary,1
1166,Нераште,4
1167,Pindi Bhattiān,3
1168,Houston,4
1169,Shuiyuan,1
1170,Shouchang,1
1171,Gang,3
1172,Tadrart,2
1173,Shazhenxi,2
1174,Port Said,1
1175,Robertsport,1
1176,Bolekhiv,2
1177,Igarapé,3
1178,Ježdovec,2
1179,Smedjebacken,3
1180,Daşoguz,2
1181,Farsta,2
1182,Thị Trấn Yên Cát,1
1183,Kademangan,2
1184,Randudongkal,4
1185,Belo,4
1186,T’aebaek,1
1187,Fenglu,4
1188,Velyki Kopany,2
1189,Teresópolis,1
1190,Memphis,1
1191,Daet,1
1192,Qarqania,4
1193,Linquan,3
1194,Zhajin,2
1195,Cikajang,1
1196,Mollas,1
1197,Tinampo,4
1198,Abua,4
1199,Stockholm,1
1200,Sanli,2
1201,Oslo,4
1202,Bayan Ewenke Minzu,3
1203,Gaoqiao,4
1204,Nagrak,2
1205,Ōnojō,3
1206,Nanzamu,1
1207,Mae Hi,2
1208,Mailag,1
1209,Xiabeisi,2
1210,Chengxiang,4
1211,Zouila,2
1212,Jibu Hulangtu,2
1213,Nsok,2
1214,Xindi,4
1215,Waso,3
1216,Antanifotsy,1
1217,Praia do Ribatejo,4
1218,Níkaia,3
1219,Gayamsari,3
1220,Oenam,2
1221,Bahir Dar,1
1222,Gaoliban,3
1223,Atafu Village,4
1224,Weiyuankou,1
1225,Thị Trấn Phù Yên,3
1226,Aíyira,1
1227,Laraos,2
1228,Kromy,1
1229,Madison,4
1230,Teresita,2
1231,Beijiang,4
1232,Suba,1
1233,Girsereng,2
1234,Yotsukaidō,4
1235,Khiv,2
1236,Bečej,4
1237,Presidencia Roque Sáenz Peña,2
1238,Puntarenas,3
1239,Fonte da Vaca,4
1240,Rachanie,4
1241,Sapat,1
1242,Tsalgar,1
1243,Barisan,4
1244,Póvoa de Santo António,3
1245,Shuikou,4
1246,Åkersberga,4
1247,Tangkolo,1
1248,Toledo,2
1249,Kisii,3
1250,Leonidovo,3
1251,Huesca,4
1252,Hongqi,3
1253,Chakaray,2
1254,Da-an Sur,2
1255,Huping,4
1256,Awjilah,4
1257,Tuusula,3
1258,Iwanai,4
1259,Beya,1
1260,Bojonggaling,4
1261,Darungan,2
1262,Skoki,2
1263,Tambaksumur,1
1264,Volary,4
1265,Shigony,3
1266,Jiangfang,3
1267,Haoba,2
1268,Néa Plágia,3
1269,Södertälje,2
1270,Oświęcim,2
1271,Magaozhuang,1
1272,Khayr Kōṯ,2
1273,Ngujung,3
1274,Lukavice,3
1275,Tsimlyansk,4
1276,Nowa Góra,2
1277,Karibib,2
1278,Železný Brod,4
1279,Valday,4
1280,Belawang,3
1281,Carlsbad,2
1282,Yupiltepeque,2
1283,Sinamaica,2
